step,train_loss,eval_return,eval_success
1,4.470332622528076,,
2,4.243265151977539,,
3,4.2844767570495605,,
4,4.474680423736572,,
5,4.411342144012451,,
6,4.418334484100342,,
7,4.385276794433594,,
8,4.443687915802002,,
9,4.505970001220703,,
10,4.902689456939697,,
11,4.41682767868042,,
12,4.16291618347168,,
13,4.507760524749756,,
14,4.267253875732422,,
15,4.427048683166504,,
16,4.116872310638428,,
17,3.9828438758850098,,
18,3.9809656143188477,,
19,3.892573833465576,,
20,4.151529312133789,,
21,3.985822916030884,,
22,4.270517826080322,,
23,4.288819313049316,,
24,3.9298007488250732,,
25,4.238763332366943,,
26,4.216175079345703,,
27,3.933863639831543,,
28,3.9373393058776855,,
29,4.25761079788208,,
30,4.220086574554443,,
31,4.003400802612305,,
32,3.9149088859558105,,
33,4.8063154220581055,,
34,4.254456520080566,,
35,4.614912033081055,,
36,4.2543745040893555,,
37,3.940065383911133,,
38,4.064298152923584,,
39,4.12717342376709,,
40,4.019682884216309,,
41,4.0771636962890625,,
42,4.098372459411621,,
43,4.226362705230713,,
44,4.123562335968018,,
45,3.9994547367095947,,
46,4.252920150756836,,
47,4.477276802062988,,
48,4.003533363342285,,
49,3.9640989303588867,,
50,4.6510443687438965,,
51,4.088844299316406,,
52,4.076888084411621,,
53,3.9954657554626465,,
54,4.313523769378662,,
55,3.9376182556152344,,
56,4.051889419555664,,
57,3.8922789096832275,,
58,4.016127109527588,,
59,3.806135416030884,,
60,4.067919731140137,,
61,4.254816055297852,,
62,4.128290176391602,,
63,4.183320045471191,,
64,4.302934646606445,,
65,4.043115139007568,,
66,3.8014307022094727,,
67,3.904917001724243,,
68,3.999006748199463,,
69,4.3077073097229,,
70,4.062212944030762,,
71,3.9443132877349854,,
72,3.98374080657959,,
73,3.9457154273986816,,
74,3.980984687805176,,
75,3.8870017528533936,,
76,4.210505485534668,,
77,4.327239036560059,,
78,4.26027250289917,,
79,4.1774396896362305,,
80,3.614043712615967,,
81,3.772059440612793,,
82,3.776111125946045,,
83,4.395393371582031,,
84,4.031393527984619,,
85,3.989147186279297,,
86,4.423494815826416,,
87,3.9319355487823486,,
88,4.343515872955322,,
89,4.064725875854492,,
90,3.757936477661133,,
91,3.7482686042785645,,
92,4.090579509735107,,
93,5.067213535308838,,
94,4.151937007904053,,
95,4.214387893676758,,
96,4.1216607093811035,,
97,3.8832976818084717,,
98,3.9521842002868652,,
99,4.238436222076416,,
100,3.8179030418395996,,
101,3.6765971183776855,,
102,3.7046570777893066,,
103,4.228610992431641,,
104,4.295647621154785,,
105,3.6965625286102295,,
106,3.718778133392334,,
107,4.299135684967041,,
108,3.9989027976989746,,
109,3.8806445598602295,,
110,4.359665870666504,,
111,3.4611523151397705,,
112,4.245271682739258,,
113,3.926936149597168,,
114,4.367382526397705,,
115,3.932403564453125,,
116,3.967395782470703,,
117,3.7495357990264893,,
118,3.9236481189727783,,
119,4.092313289642334,,
120,3.9749863147735596,,
121,3.745661735534668,,
122,3.7928619384765625,,
123,4.186795234680176,,
124,3.62685489654541,,
125,4.10520601272583,,
126,4.142425537109375,,
127,4.202707767486572,,
128,4.054328918457031,,
129,4.053754806518555,,
130,3.678272008895874,,
131,3.713501214981079,,
132,3.947509288787842,,
133,4.161937236785889,,
134,4.149171352386475,,
135,4.555995941162109,,
136,3.7602319717407227,,
137,4.249899864196777,,
138,4.090224266052246,,
139,3.745866298675537,,
140,4.160284996032715,,
141,3.6325197219848633,,
142,4.116069316864014,,
143,4.010244846343994,,
144,4.371192455291748,,
145,3.7587547302246094,,
146,3.828591823577881,,
147,3.762000560760498,,
148,3.892294406890869,,
149,4.129828453063965,,
150,3.4862020015716553,,
151,3.840233087539673,,
152,4.104780673980713,,
153,3.979276657104492,,
154,4.061054229736328,,
155,4.015020847320557,,
156,3.956552743911743,,
157,4.134369850158691,,
158,3.9503581523895264,,
159,4.064227104187012,,
160,4.0101704597473145,,
161,4.09182596206665,,
162,3.994601249694824,,
163,3.85335373878479,,
164,4.0737104415893555,,
165,4.034759998321533,,
166,3.807469367980957,,
167,4.204360008239746,,
168,4.112851142883301,,
169,4.175556659698486,,
170,4.108613014221191,,
171,3.891774892807007,,
172,3.816392660140991,,
173,3.820913553237915,,
174,3.7135753631591797,,
175,3.529813289642334,,
176,4.202219009399414,,
177,4.019036293029785,,
178,3.9077141284942627,,
179,3.8730194568634033,,
180,4.261565208435059,,
181,3.938669443130493,,
182,4.412934303283691,,
183,4.034279823303223,,
184,3.8652091026306152,,
185,3.9071881771087646,,
186,4.079469680786133,,
187,3.68550968170166,,
188,3.7156832218170166,,
189,3.8739168643951416,,
190,3.857975482940674,,
191,3.916633367538452,,
192,3.9324254989624023,,
193,4.167142391204834,,
194,4.0565185546875,,
195,3.8585450649261475,,
196,4.004606246948242,,
197,4.192641258239746,,
198,3.8326539993286133,,
199,3.829885482788086,,
200,3.331386089324951,,
201,3.9628422260284424,,
202,3.820528507232666,,
203,3.8739216327667236,,
204,4.560672760009766,,
205,3.937021017074585,,
206,3.5131425857543945,,
207,4.003982067108154,,
208,3.621419668197632,,
209,4.134958744049072,,
210,3.770435094833374,,
211,3.9624221324920654,,
212,3.882709264755249,,
213,4.380438804626465,,
214,3.6070098876953125,,
215,4.0019683837890625,,
216,3.4849133491516113,,
217,4.085289001464844,,
218,3.8695547580718994,,
219,4.088311195373535,,
220,3.6758484840393066,,
221,4.195500373840332,,
222,3.4268245697021484,,
223,4.019651412963867,,
224,3.7719357013702393,,
225,3.6879260540008545,,
226,3.7140278816223145,,
227,4.594244956970215,,
228,3.945054054260254,,
229,4.074074745178223,,
230,3.9043428897857666,,
231,4.0044684410095215,,
232,3.9081270694732666,,
233,4.0724029541015625,,
234,4.163802623748779,,
235,4.0623979568481445,,
236,4.061820983886719,,
237,3.565000057220459,,
238,4.166916370391846,,
239,3.4299354553222656,,
240,2.893890380859375,,
241,3.718167543411255,,
242,3.5498790740966797,,
243,4.023909091949463,,
244,3.998838424682617,,
245,4.293882369995117,,
246,4.255838394165039,,
247,3.9410643577575684,,
248,3.8323168754577637,,
249,3.9681859016418457,,
250,3.485496759414673,,
251,4.151809215545654,,
252,4.159539222717285,,
253,3.856497049331665,,
254,3.7424230575561523,,
255,3.5649895668029785,,
256,4.231247901916504,,
257,3.407679796218872,,
258,4.001748085021973,,
259,3.9246575832366943,,
260,3.858045816421509,,
261,3.674673080444336,,
262,4.017974853515625,,
263,3.7831625938415527,,
264,4.087057590484619,,
265,3.835907459259033,,
266,4.216989517211914,,
267,4.180832862854004,,
268,3.934741258621216,,
269,3.775298833847046,,
270,3.9204444885253906,,
271,3.65030574798584,,
272,3.9639313220977783,,
273,3.8737688064575195,,
274,4.073676586151123,,
275,4.36831521987915,,
276,3.754267692565918,,
277,4.149199485778809,,
278,3.822380304336548,,
279,4.136370658874512,,
280,3.9484927654266357,,
281,3.8701553344726562,,
282,3.851553440093994,,
283,4.282604694366455,,
284,4.3744354248046875,,
285,3.6619973182678223,,
286,3.776664972305298,,
287,4.414543151855469,,
288,3.6035852432250977,,
289,3.9839327335357666,,
290,3.377816677093506,,
291,4.072930335998535,,
292,3.481921911239624,,
293,4.025479316711426,,
294,3.9520859718322754,,
295,4.1762166023254395,,
296,4.389559268951416,,
297,4.147550106048584,,
298,3.5880513191223145,,
299,3.868565797805786,,
300,3.6552183628082275,,
301,4.650735855102539,,
302,4.295200347900391,,
303,3.9213225841522217,,
304,4.113797664642334,,
305,3.8451216220855713,,
306,4.144397735595703,,
307,3.586869239807129,,
308,3.902435302734375,,
309,4.376198768615723,,
310,3.682610273361206,,
311,4.094675540924072,,
312,4.521101474761963,,
313,3.743138313293457,,
314,4.0568037033081055,,
315,4.528007507324219,,
316,4.074967384338379,,
317,4.295144557952881,,
318,3.975499391555786,,
319,3.9427003860473633,,
320,3.8176441192626953,,
321,4.133958339691162,,
322,4.753334045410156,,
323,4.253446102142334,,
324,4.329501152038574,,
325,3.7418298721313477,,
326,4.103108882904053,,
327,4.260615348815918,,
328,3.923978805541992,,
329,3.746896266937256,,
330,3.997957229614258,,
331,3.6651082038879395,,
332,4.236401557922363,,
333,3.6006524562835693,,
334,3.5739243030548096,,
335,3.4694156646728516,,
336,3.567915916442871,,
337,3.889103412628174,,
338,4.147583961486816,,
339,3.7380080223083496,,
340,3.982008218765259,,
341,4.267153263092041,,
342,3.773352861404419,,
343,3.960293769836426,,
344,3.94095516204834,,
345,3.5214569568634033,,
346,3.513446807861328,,
347,3.9155569076538086,,
348,3.589435577392578,,
349,3.97499942779541,,
350,3.6531572341918945,,
351,4.691497325897217,,
352,4.224091529846191,,
353,4.257835388183594,,
354,3.795257091522217,,
355,4.28810977935791,,
356,4.26699161529541,,
357,3.5482258796691895,,
358,3.9177465438842773,,
359,4.038930892944336,,
360,4.447940349578857,,
361,3.7617013454437256,,
362,4.348238468170166,,
363,3.961977481842041,,
364,3.6397204399108887,,
365,3.959641218185425,,
366,4.230463027954102,,
367,4.240229606628418,,
368,4.224340915679932,,
369,4.2153472900390625,,
370,3.9842288494110107,,
371,3.370323896408081,,
372,4.043581008911133,,
373,4.157267093658447,,
374,3.8147964477539062,,
375,3.37400221824646,,
376,3.7791390419006348,,
377,4.583211898803711,,
378,3.961163282394409,,
379,3.651217460632324,,
380,3.6295008659362793,,
381,4.019070625305176,,
382,3.680535078048706,,
383,3.596038818359375,,
384,3.8686444759368896,,
385,4.015902519226074,,
386,3.870967388153076,,
387,4.424436092376709,,
388,4.153088569641113,,
389,4.119630813598633,,
390,4.238144874572754,,
391,4.283505439758301,,
392,4.1041059494018555,,
393,3.4578750133514404,,
394,4.133049011230469,,
395,3.9395813941955566,,
396,3.5042080879211426,,
397,4.090148448944092,,
398,3.5473759174346924,,
399,3.595705509185791,,
400,4.23337984085083,,
401,4.209692478179932,,
402,4.165521144866943,,
403,3.5091590881347656,,
404,4.3475518226623535,,
405,4.344005107879639,,
406,3.4659245014190674,,
407,4.349941253662109,,
408,4.178633689880371,,
409,3.686842679977417,,
410,4.287346363067627,,
411,3.676459789276123,,
412,4.6809868812561035,,
413,3.6724390983581543,,
414,3.832836151123047,,
415,3.6858954429626465,,
416,3.881196975708008,,
417,3.9744346141815186,,
418,4.045845985412598,,
419,3.7522404193878174,,
420,3.4205322265625,,
421,4.1394524574279785,,
422,3.9702506065368652,,
423,3.6338961124420166,,
424,3.8636460304260254,,
425,3.640288829803467,,
426,4.355057716369629,,
427,4.033180236816406,,
428,3.710184097290039,,
429,3.7991878986358643,,
430,3.8752336502075195,,
431,3.8871471881866455,,
432,4.21076774597168,,
433,4.128732204437256,,
434,3.807424306869507,,
435,3.7187323570251465,,
436,4.435300350189209,,
437,3.704711437225342,,
438,4.2800703048706055,,
439,3.4377598762512207,,
440,3.991283655166626,,
441,4.078155994415283,,
442,3.769040822982788,,
443,3.629598379135132,,
444,3.5207202434539795,,
445,3.864434003829956,,
446,3.7894508838653564,,
447,4.010344982147217,,
448,3.7771878242492676,,
449,3.845729112625122,,
450,4.3170647621154785,,
451,4.267539024353027,,
452,3.693730354309082,,
453,3.7572929859161377,,
454,4.3037109375,,
455,4.278563976287842,,
456,4.3123087882995605,,
457,3.666537284851074,,
458,3.3187026977539062,,
459,4.244004249572754,,
460,3.8708009719848633,,
461,4.1650824546813965,,
462,4.031460285186768,,
463,3.8339946269989014,,
464,3.6279215812683105,,
465,3.7951722145080566,,
466,3.6286869049072266,,
467,4.136081695556641,,
468,3.830507516860962,,
469,4.003296375274658,,
470,3.6159720420837402,,
471,3.7391550540924072,,
472,4.024268627166748,,
473,3.9755477905273438,,
474,4.276337623596191,,
