step,critic_loss,bellman_loss,actor_loss,eval_return,eval_success
1,1.9063546657562256,1.7644920349121094,0.052587565034627914,,
2,1.8294938802719116,1.6884956359863281,0.035318464040756226,,
3,1.7568775415420532,1.6165308952331543,0.016811508685350418,,
4,1.7276262044906616,1.5873196125030518,0.004779551178216934,,
5,1.6517435312271118,1.5119913816452026,-0.014252275228500366,,
6,1.6252158880233765,1.4855780601501465,-0.027141164988279343,,
7,1.550970196723938,1.411637544631958,-0.04281492903828621,,
8,1.5285104513168335,1.3894339799880981,-0.05706150829792023,,
9,1.446316123008728,1.3074727058410645,-0.07416274398565292,,
10,1.4189207553863525,1.2807002067565918,-0.08705337345600128,,
11,1.3894128799438477,1.2512420415878296,-0.09903154522180557,,
12,1.304626703262329,1.1668051481246948,-0.11891190707683563,,
13,1.2905323505401611,1.1529756784439087,-0.12817272543907166,,
14,1.2299792766571045,1.0923477411270142,-0.14617452025413513,,
15,1.196157455444336,1.0594431161880493,-0.16015572845935822,,
16,1.1519793272018433,1.0157527923583984,-0.17578954994678497,,
17,1.0710703134536743,0.9352092742919922,-0.19867569208145142,,
18,1.0715922117233276,0.9357728958129883,-0.20487821102142334,,
19,1.0014710426330566,0.8658031225204468,-0.2261972725391388,,
20,1.0262259244918823,0.89068204164505,-0.2283845841884613,,
21,0.9924296140670776,0.856491208076477,-0.24498280882835388,,
22,0.9028373956680298,0.7682782411575317,-0.2699917256832123,,
23,0.8852431178092957,0.7510511875152588,-0.27994993329048157,,
24,0.8298869729042053,0.6953149437904358,-0.3033329248428345,,
25,0.8509658575057983,0.7167717814445496,-0.30159926414489746,,
26,0.7849799394607544,0.6513608694076538,-0.32735562324523926,,
27,0.7444694638252258,0.611204981803894,-0.342246413230896,,
28,0.7457194924354553,0.6126888394355774,-0.3509453237056732,,
29,0.7142878770828247,0.5813731551170349,-0.36676692962646484,,
30,0.6712701916694641,0.5386894941329956,-0.38967183232307434,,
31,0.6690868735313416,0.5372012853622437,-0.3935212790966034,,
32,0.6497454643249512,0.5162676572799683,-0.41292524337768555,,
33,0.5948859453201294,0.4635104537010193,-0.4303702414035797,,
34,0.5829731225967407,0.45086318254470825,-0.44244295358657837,,
35,0.5874947309494019,0.45660459995269775,-0.448924720287323,,
36,0.5535067319869995,0.4226188361644745,-0.4684484899044037,,
37,0.5452551245689392,0.41378602385520935,-0.477605938911438,,
38,0.4943470060825348,0.3630047142505646,-0.50477135181427,,
39,0.4909367561340332,0.3601328730583191,-0.5129470825195312,,
40,0.45980364084243774,0.3296118974685669,-0.5336665511131287,,
41,0.4224729537963867,0.29242193698883057,-0.553326427936554,,
42,0.40663623809814453,0.2767801880836487,-0.5716795921325684,,
43,0.4129651188850403,0.2830783724784851,-0.5705613493919373,,
44,0.39381465315818787,0.26483649015426636,-0.5894618034362793,,
45,0.371060848236084,0.24226324260234833,-0.6103951334953308,,
46,0.3655959367752075,0.23663565516471863,-0.6189322471618652,,
47,0.35337257385253906,0.2251991629600525,-0.6340460181236267,,
48,0.3620296120643616,0.2339540719985962,-0.6374502778053284,,
49,0.3014611005783081,0.1741921752691269,-0.6813566088676453,,
50,0.3124596178531647,0.18473809957504272,-0.6889429688453674,,
51,0.3095178008079529,0.18098574876785278,-0.6910343170166016,,
52,0.28396302461624146,0.15657752752304077,-0.7150282263755798,,
53,0.2882208824157715,0.16107526421546936,-0.7235130667686462,,
54,0.2790709435939789,0.1515602022409439,-0.7352003455162048,,
55,0.24639073014259338,0.12026666849851608,-0.7686977982521057,,
56,0.25459617376327515,0.12803809344768524,-0.7682288289070129,,
57,0.256226122379303,0.12978774309158325,-0.7761375308036804,,
58,0.25496286153793335,0.12865781784057617,-0.7924028038978577,,
59,0.24251499772071838,0.11557718366384506,-0.8182685375213623,,
60,0.28087905049324036,0.15379293262958527,-0.7857539057731628,,
61,0.23710593581199646,0.11140069365501404,-0.8449307680130005,,
62,0.2264128178358078,0.09958940744400024,-0.8625819683074951,,
63,0.22979292273521423,0.10290512442588806,-0.8590184450149536,,
64,0.22804337739944458,0.10226389020681381,-0.880997359752655,,
65,0.22412988543510437,0.09777633100748062,-0.8896685242652893,,
66,0.22950930893421173,0.10375185310840607,-0.889236330986023,,
67,0.2160128653049469,0.08946474641561508,-0.9160006046295166,,
68,0.23901954293251038,0.11258109658956528,-0.9110708236694336,,
69,0.21521979570388794,0.08931036293506622,-0.931054413318634,,
70,0.20059001445770264,0.07309664040803909,-0.9563206434249878,,
71,0.2092747986316681,0.08357863873243332,-0.9483031034469604,,
72,0.19421489536762238,0.06825339794158936,-0.9854846000671387,,
73,0.19963866472244263,0.07180603593587875,-0.9824402928352356,,
74,0.19734309613704681,0.07147331535816193,-0.9833484888076782,,
75,0.19519633054733276,0.07002569735050201,-1.0029687881469727,,
76,0.20859117805957794,0.08284106850624084,-0.996134340763092,,
77,0.20789732038974762,0.08220319449901581,-0.9901930689811707,,
78,0.1876215934753418,0.06233828514814377,-1.007521629333496,,
79,0.21096676588058472,0.08569949865341187,-1.0067623853683472,,
80,0.18705278635025024,0.061623163521289825,-1.031375765800476,,
81,0.20433250069618225,0.07878143340349197,-1.0202077627182007,,
82,0.1957072913646698,0.07089705765247345,-1.0307748317718506,,
83,0.18122205138206482,0.054680176079273224,-1.0436161756515503,,
84,0.20710501074790955,0.08054624497890472,-1.026964783668518,,
85,0.19474071264266968,0.07006707787513733,-1.0213741064071655,,
86,0.1886293888092041,0.06311312317848206,-1.0375289916992188,,
87,0.1761372685432434,0.051113639026880264,-1.0655596256256104,,
88,0.1852700561285019,0.05963266268372536,-1.0540322065353394,,
89,0.19356538355350494,0.06799852848052979,-1.0457473993301392,,
90,0.1865650713443756,0.060677625238895416,-1.0563660860061646,,
91,0.17407777905464172,0.04934023320674896,-1.0601460933685303,,
92,0.16632848978042603,0.040936216711997986,-1.078484058380127,,
93,0.18451657891273499,0.059115730226039886,-1.0600035190582275,,
94,0.18844948709011078,0.06329099833965302,-1.0625786781311035,,
95,0.163197860121727,0.03839529678225517,-1.0917439460754395,,
96,0.17794282734394073,0.05262551084160805,-1.0782315731048584,,
97,0.1726701855659485,0.046534471213817596,-1.0846298933029175,,
98,0.18365707993507385,0.05824282392859459,-1.0938162803649902,,
99,0.17881779372692108,0.05324570834636688,-1.090630292892456,,
100,0.18603919446468353,0.059395432472229004,-1.0886234045028687,,
101,0.18316401541233063,0.057729870080947876,-1.0864894390106201,,
102,0.17612527310848236,0.04983675479888916,-1.1006700992584229,,
103,0.16209718585014343,0.037709686905145645,-1.114329218864441,,
104,0.176172137260437,0.049654047936201096,-1.1031010150909424,,
105,0.17570607364177704,0.049884647130966187,-1.1002684831619263,,
106,0.18111561238765717,0.05485355481505394,-1.10111665725708,,
107,0.171060711145401,0.04607144370675087,-1.1082847118377686,,
108,0.18068882822990417,0.05504249408841133,-1.1041630506515503,,
109,0.1788121908903122,0.05374419316649437,-1.119127631187439,,
