step,train_loss,eval_return,eval_success
1,8.90408992767334,,
2,8.350085258483887,,
3,8.648186683654785,,
4,8.653257369995117,,
5,8.825447082519531,,
6,8.395831108093262,,
7,8.464604377746582,,
8,8.580568313598633,,
9,8.396570205688477,,
10,8.655243873596191,,
11,8.477343559265137,,
12,8.545300483703613,,
13,8.479129791259766,,
14,8.030847549438477,,
15,8.373730659484863,,
16,8.388052940368652,,
17,8.224133491516113,,
18,8.166336059570312,,
19,8.04283332824707,,
20,8.336596488952637,,
21,8.528724670410156,,
22,8.66413688659668,,
23,8.125153541564941,,
24,8.303814888000488,,
25,8.23398208618164,,
26,8.17322826385498,,
27,7.966381072998047,,
28,7.6717448234558105,,
29,7.734884738922119,,
30,8.44402027130127,,
31,7.9900665283203125,,
32,7.723566055297852,,
33,8.08011531829834,,
34,8.049165725708008,,
35,8.310730934143066,,
36,8.001404762268066,,
37,8.013859748840332,,
38,7.95729398727417,,
39,7.46446418762207,,
40,7.343995571136475,,
41,7.385127067565918,,
42,7.56017541885376,,
43,7.497591972351074,,
44,7.6961164474487305,,
45,7.9286322593688965,,
46,7.775827407836914,,
47,7.617730617523193,,
48,7.371732711791992,,
49,7.490663528442383,,
50,7.770850658416748,,
51,7.789947986602783,,
52,7.257004737854004,,
53,7.234824180603027,,
54,7.57647705078125,,
55,7.201679706573486,,
56,6.758688926696777,,
57,6.907191753387451,,
58,7.06976842880249,,
59,6.887326240539551,,
60,6.777563095092773,,
61,7.2240424156188965,,
62,6.426106929779053,,
63,7.065649032592773,,
64,6.716037273406982,,
65,7.195054054260254,,
66,6.566396713256836,,
67,6.707473278045654,,
68,6.70659875869751,,
69,6.476344108581543,,
70,6.535830020904541,,
71,6.356283664703369,,
72,6.563700199127197,,
73,6.432135581970215,,
74,7.037844657897949,,
75,6.4384684562683105,,
76,6.05938196182251,,
77,6.262366771697998,,
78,6.617929458618164,,
79,6.245006084442139,,
80,6.193253517150879,,
81,5.991399765014648,,
82,6.123521327972412,,
83,6.449300289154053,,
84,5.269264221191406,,
85,5.758738040924072,,
86,6.073054313659668,,
87,5.654546737670898,,
88,5.59352445602417,,
89,5.467111587524414,,
90,6.1049394607543945,,
91,5.825770854949951,,
92,5.362192153930664,,
93,5.5813727378845215,,
94,5.7383294105529785,,
95,5.410604000091553,,
96,5.547815322875977,,
97,5.78842830657959,,
98,5.475675582885742,,
99,5.646900177001953,,
100,5.078607559204102,,
101,5.452522277832031,,
102,5.735904216766357,,
103,5.377001762390137,,
104,5.520472049713135,,
105,5.634420394897461,,
106,5.431691646575928,,
107,4.731186389923096,,
108,4.695474624633789,,
109,5.2256622314453125,,
110,4.6897196769714355,,
111,5.073256492614746,,
112,5.0807318687438965,,
113,4.328021049499512,,
114,4.715954780578613,,
115,5.250516891479492,,
116,4.233234882354736,,
117,4.708602428436279,,
118,4.740109920501709,,
119,4.535274505615234,,
120,4.465930938720703,,
121,4.748388767242432,,
122,4.7557573318481445,,
123,4.872980117797852,,
124,4.3355817794799805,,
125,4.359851360321045,,
126,4.905924320220947,,
127,4.304834365844727,,
128,3.905895233154297,,
129,4.360484600067139,,
130,3.94053053855896,,
131,3.9934709072113037,,
132,4.244837760925293,,
133,4.479170799255371,,
134,3.9506020545959473,,
135,3.8075966835021973,,
136,4.699132442474365,,
137,4.421206474304199,,
138,3.826829433441162,,
139,4.2272562980651855,,
140,3.8473029136657715,,
141,4.0230631828308105,,
142,3.606436252593994,,
143,3.839447021484375,,
144,4.072441101074219,,
145,4.040831565856934,,
146,4.102723598480225,,
147,4.164241790771484,,
148,3.7261710166931152,,
149,3.8227944374084473,,
150,4.215950965881348,,
151,3.768618583679199,,
152,3.9455933570861816,,
153,3.716810941696167,,
154,3.5095605850219727,,
155,4.017233848571777,,
156,3.8400707244873047,,
157,3.7838222980499268,,
158,3.884615421295166,,
159,3.7761154174804688,,
160,4.0428571701049805,,
161,3.2799391746520996,,
162,4.346925735473633,,
163,3.574108123779297,,
164,3.1644203662872314,,
165,3.442441463470459,,
166,3.7209198474884033,,
167,3.1730716228485107,,
168,3.5304532051086426,,
169,3.2744131088256836,,
170,2.976839780807495,,
171,3.7427995204925537,,
172,3.7822370529174805,,
173,2.908565044403076,,
174,3.5294852256774902,,
175,3.522941827774048,,
176,3.5556325912475586,,
177,3.341643810272217,,
178,3.2486774921417236,,
179,3.0119011402130127,,
180,3.4530937671661377,,
181,3.3360023498535156,,
182,2.2903149127960205,,
183,3.303039073944092,,
184,2.8476059436798096,,
185,3.1307756900787354,,
186,2.5247392654418945,,
187,4.479549407958984,,
188,3.0403356552124023,,
189,2.9225900173187256,,
190,3.5219860076904297,,
191,2.8683314323425293,,
192,3.418121337890625,,
193,2.8568220138549805,,
194,2.847926616668701,,
195,3.3455967903137207,,
196,2.400392532348633,,
197,2.909008502960205,,
198,3.000744581222534,,
199,2.6965956687927246,,
200,2.8363802433013916,,
201,2.8721723556518555,,
202,3.0025463104248047,,
203,2.222567319869995,,
204,2.80045485496521,,
205,3.0437018871307373,,
206,2.838017463684082,,
207,3.2184200286865234,,
